comment_id,comment_text,video_title,channel_name,likes,reply_count,published_date,vader_compound,tb_polarity,tb_subjectivity,sentiment_label,language_detected
CMT01060,"This video deserves way more views, so underrated! Great work. 💯",Machine Learning Crash Course,freeCodeCamp,49,25,2024-03-04 16:26:00,0.964,0.3713,0.6135,Positive,English
CMT01061,"The explanation is crystal clear, thank you so much! Great work. 🔥",Deep Learning Explained,KrishNaik,103,3,2024-01-25 01:41:00,0.8155,0.4761,0.7743,Positive,English
CMT01062,I have been struggling with this for days and you explained it so simply! Please reply. 👍,Web Development with Flask,3Blue1Brown,207,24,2025-02-09 00:32:00,0.763,0.9525,0.7124,Positive,English
CMT01063,"Stopped watching at 2 minutes, absolute waste of my time. Thanks! 😡",Deep Learning Explained,Programming with Mosh,14,15,2024-01-08 11:44:00,-0.473,-0.9619,0.1645,Negative,English
CMT01064,First comment from my side on this channel. 😐,Reinforcement Learning Guide,CampusX,2,2,2025-01-18 16:24:00,-0.0082,-0.0278,0.2279,Neutral,English
CMT01065,"Boring and repetitive, just reading the slides word by word. ❌",Natural Language Processing Basics,freeCodeCamp,5,0,2025-04-01 19:41:00,-0.806,-0.147,0.6375,Negative,Tamil
CMT01066,"Incredible work, keep it up! You are the best! Thanks! ❤️",Reinforcement Learning Guide,CampusX,66,44,2024-08-07 18:52:00,0.0892,0.8144,0.3427,Positive,English
CMT01067,"Clickbait title, the video has nothing to do with it. Thanks! 🤦",Computer Vision with OpenCV,TechWithTim,2,2,2024-01-13 06:53:00,-0.4572,-0.1598,0.2447,Negative,English
CMT01068,Finally someone explained this topic correctly! Please reply. 💯,Data Science with Pandas,freeCodeCamp,5,3,2024-10-19 21:54:00,0.7268,0.485,0.8503,Positive,English
CMT01069,This video is absolutely amazing! Loved every second of it! Great work. 😊,Python Tutorial for Beginners,CampusX,21,14,2025-01-25 23:36:00,0.8515,0.6383,0.869,Positive,English
CMT01070,"Outstanding content, very well explained! ✨",Natural Language Processing Basics,StatQuest,16,0,2024-10-31 01:57:00,0.9627,0.7548,0.1961,Positive,English
CMT01071,"Outstanding content, very well explained! Keep it up! 😊",Data Science with Pandas,TechWithTim,17,3,2024-03-29 23:15:00,0.1631,0.6549,0.4642,Positive,Hinglish
CMT01072,"This gave me a headache, the explanation is so confusing. 👎",Data Science with Pandas,KrishNaik,2,0,2025-02-11 21:24:00,-0.9688,-0.4649,0.1239,Negative,English
CMT01073,I noticed the thumbnail was a bit different. 😐,Machine Learning Crash Course,CampusX,0,1,2025-05-05 06:51:00,-0.026,-0.0389,0.3138,Neutral,Hindi
CMT01074,I have seen similar content before. 😐,Python Tutorial for Beginners,Programming with Mosh,0,1,2025-05-15 07:45:00,-0.0212,-0.0042,0.7788,Neutral,English
CMT01075,"Best channel on YouTube for learning, period! Great work. 👍",Web Development with Flask,Telusko,219,34,2024-05-29 10:47:00,0.3953,0.8297,0.6115,Positive,English
CMT01076,"This is misleading information, do not trust this. Thanks! 🤦",SQL for Data Analysis,Telusko,5,3,2025-01-03 13:05:00,-0.5506,-0.6699,0.5817,Negative,English
CMT01077,This topic was covered in my class too. 👀,Web Development with Flask,Telusko,2,1,2024-12-15 17:40:00,-0.0039,0.0031,0.7656,Neutral,English
CMT01078,"Outstanding content, very well explained! 💯",Computer Vision with OpenCV,Telusko,56,2,2025-06-16 03:36:00,0.8252,0.4265,0.1032,Positive,Hinglish
CMT01079,"Okay video, nothing special really. 📌",Web Development with Flask,3Blue1Brown,1,2,2025-02-08 16:42:00,0.0147,0.023,0.7555,Neutral,English
CMT01080,"Amazing quality content, you are a legend! ❤️",SQL for Data Analysis,CodeBasics,149,44,2024-07-11 22:00:00,0.6965,0.9886,0.8145,Positive,English
CMT01081,"The explanation is crystal clear, thank you so much! Great work. 💯",Deep Learning Explained,Telusko,77,40,2024-04-08 06:01:00,0.7032,0.3412,0.113,Positive,English
CMT01082,"The explanation is crystal clear, thank you so much! Keep it up! 🔥",Web Development with Flask,StatQuest,4,0,2024-11-03 10:24:00,0.113,0.48,0.3999,Positive,English
CMT01083,"Nothing new here, just copied from other videos. 🚫",SQL for Data Analysis,3Blue1Brown,5,2,2024-02-01 08:44:00,-0.3929,-0.4363,0.4789,Negative,English
CMT01084,"Completely wrong information, please do your research first. 😒",SQL for Data Analysis,TechWithTim,21,12,2024-02-09 15:48:00,-0.5927,-0.4422,0.8247,Negative,English
CMT01085,The audio quality is so bad I cannot even hear properly. Keep it up! 👎,Neural Networks Tutorial,3Blue1Brown,28,7,2025-04-25 01:20:00,-0.7593,-0.2109,0.3479,Negative,Tamil
CMT01086,I have seen similar content before. Please reply. 👀,Python Tutorial for Beginners,Telusko,3,3,2024-03-11 16:11:00,0.0091,-0.0324,0.4705,Neutral,Hindi
CMT01087,"You are a genius, this was so helpful for my exam! 🔥",Computer Vision with OpenCV,freeCodeCamp,47,11,2025-04-07 09:54:00,0.6645,0.0963,0.2302,Positive,English
CMT01088,"Incredible work, keep it up! You are the best! Thanks! 🔥",SQL for Data Analysis,freeCodeCamp,9,3,2024-01-06 12:49:00,0.6956,0.9701,0.6956,Positive,Hinglish
CMT01089,This is about machine learning I think. Thanks! 📌,SQL for Data Analysis,Sentdex,23,3,2024-06-17 04:08:00,-0.0158,-0.0221,0.6923,Neutral,Hinglish
CMT01090,"This changed my life, thank you from the bottom of my heart! 😊",Computer Vision with OpenCV,3Blue1Brown,13,10,2024-04-18 13:30:00,0.3947,0.714,0.1268,Positive,English
CMT01091,The audio quality is so bad I cannot even hear properly. Keep it up! 😒,Neural Networks Tutorial,Telusko,28,29,2024-09-06 04:07:00,-0.9287,-0.7504,0.1193,Negative,English
CMT01092,"Outstanding content, very well explained! Please reply. ✨",Natural Language Processing Basics,freeCodeCamp,52,4,2024-07-08 18:26:00,0.4693,0.9967,0.1927,Positive,English
CMT01093,"Your teaching style is wonderful, please make more videos! Great work. 😊",Python Tutorial for Beginners,Telusko,46,0,2024-04-25 16:42:00,0.1752,0.7164,0.3127,Positive,English
CMT01094,"Wow this is so good, subscribing right now! Thanks! 🙌",Deep Learning Explained,freeCodeCamp,35,30,2025-05-05 06:06:00,0.3504,0.2815,0.2379,Positive,Hinglish
CMT01095,The audio quality is so bad I cannot even hear properly. 💀,SQL for Data Analysis,Telusko,2,0,2024-06-17 07:40:00,-0.8527,-0.8794,0.7027,Negative,Hinglish
CMT01096,Just here to understand the basics. Great work. 😐,Neural Networks Tutorial,TechWithTim,0,0,2025-01-17 12:28:00,-0.0075,0.0202,0.5851,Neutral,English
CMT01097,"Average video, serves its purpose. 🤷",Data Science with Pandas,KrishNaik,1,2,2025-06-17 09:31:00,0.0092,0.0232,0.7185,Neutral,English
CMT01098,"The explanation is crystal clear, thank you so much! 👍",Python Tutorial for Beginners,3Blue1Brown,10,4,2025-02-06 08:29:00,0.578,0.7193,0.6201,Positive,English
CMT01099,I will share this with my classmates. Please reply. 📌,SQL for Data Analysis,StatQuest,7,8,2024-05-20 15:21:00,-0.0138,-0.0153,0.1728,Neutral,English
CMT01100,"Not helpful at all, I had to go elsewhere to understand. Great work. 🤦",Natural Language Processing Basics,Programming with Mosh,4,4,2024-08-21 10:59:00,-0.3965,-0.761,0.8246,Negative,English
CMT01101,"Your teaching style is wonderful, please make more videos! Great work. 💯",Natural Language Processing Basics,Programming with Mosh,2,3,2024-07-11 19:56:00,0.2303,0.3682,0.7295,Positive,Tamil
CMT01102,"This video deserves way more views, so underrated! Keep it up! ❤️",Reinforcement Learning Guide,Telusko,173,11,2024-04-30 23:46:00,0.7199,0.5753,0.8009,Positive,Hinglish
CMT01103,"Absolutely brilliant explanation, 10 out of 10! Great work. 🙌",Deep Learning Explained,StatQuest,107,30,2024-10-04 18:29:00,0.2221,0.6651,0.5299,Positive,English
CMT01104,"This gave me a headache, the explanation is so confusing. ❌",Machine Learning Crash Course,KrishNaik,26,25,2024-09-17 15:29:00,-0.873,-0.6423,0.8478,Negative,Hinglish
CMT01105,Not sure if this matches what I was looking for. Keep it up! 😐,SQL for Data Analysis,Programming with Mosh,26,3,2025-05-02 13:24:00,0.0054,-0.0241,0.3505,Neutral,English
CMT01106,"Best tutorial I have ever watched, very helpful! Please reply. 🔥",Computer Vision with OpenCV,CampusX,9,2,2024-04-08 23:43:00,0.0886,0.1168,0.4386,Positive,English
CMT01107,"This is the worst video I have ever seen, waste of time. Great work. 🤦",Neural Networks Tutorial,KrishNaik,5,1,2024-08-13 19:38:00,-0.8853,-0.072,0.5565,Negative,English
CMT01108,I have been struggling with this for days and you explained it so simply! Thanks! ✨,Data Science with Pandas,StatQuest,70,13,2024-01-18 05:05:00,0.1926,0.576,0.557,Positive,Hinglish
CMT01109,I am going to try this method later. Thanks! 💭,SQL for Data Analysis,Programming with Mosh,5,1,2024-06-26 07:17:00,-0.0323,0.0276,0.1859,Neutral,English
CMT01110,Loved the way you explained with examples! Thanks! 🙌,Deep Learning Explained,Sentdex,8,1,2025-02-22 22:28:00,0.8592,0.8571,0.454,Positive,Hindi
CMT01111,Watching this as part of my coursework. 💭,SQL for Data Analysis,StatQuest,8,8,2024-12-16 10:01:00,-0.0382,0.0212,0.4992,Neutral,Hinglish
CMT01112,I will share this with my classmates. Please reply. 🤔,Neural Networks Tutorial,CodeBasics,1,1,2024-07-31 06:20:00,-0.0236,-0.0284,0.3826,Neutral,English
CMT01113,"Clickbait title, the video has nothing to do with it. 😡",Reinforcement Learning Guide,KrishNaik,2,0,2025-04-08 22:51:00,-0.6333,-0.1662,0.1175,Negative,Hinglish
CMT01114,This video is absolutely amazing! Loved every second of it! 💯,Neural Networks Tutorial,CampusX,38,22,2024-08-22 08:23:00,0.5115,0.738,0.8293,Positive,English
CMT01115,I have been struggling with this for days and you explained it so simply! ❤️,Neural Networks Tutorial,3Blue1Brown,44,3,2024-08-22 02:45:00,0.8524,0.6628,0.8327,Positive,English
CMT01116,"Terrible explanation, I understand nothing after watching this. Keep it up! 🤦",Data Science with Pandas,CampusX,8,2,2025-03-22 08:55:00,-0.7546,-0.501,0.8328,Negative,English
CMT01117,"Perfect explanation, exactly what I was looking for! Please reply. 😊",Data Science with Pandas,CampusX,4,4,2025-04-26 13:57:00,0.1128,0.8782,0.2343,Positive,English
CMT01118,The audio quality is so bad I cannot even hear properly. Please reply. 💀,Machine Learning Crash Course,freeCodeCamp,20,17,2025-01-12 23:11:00,-0.9267,-0.9036,0.2222,Negative,English
CMT01119,The slides are visible and readable. Please reply. 😐,Computer Vision with OpenCV,TechWithTim,1,1,2024-05-18 05:03:00,0.0284,0.0213,0.4753,Neutral,English
CMT01120,Subscribed to the channel a while ago. Keep it up! 💭,Data Science with Pandas,Sentdex,0,0,2024-06-14 20:38:00,0.0059,-0.0177,0.7036,Neutral,English
CMT01121,"Your teaching style is wonderful, please make more videos! Please reply. 💯",Computer Vision with OpenCV,StatQuest,109,33,2025-04-22 20:33:00,0.4831,0.8089,0.3831,Positive,Hinglish
CMT01122,"Horrible video, the examples make no sense at all. Thanks! ❌",Computer Vision with OpenCV,freeCodeCamp,31,8,2024-02-07 06:04:00,-0.2835,-0.5027,0.5798,Negative,English
CMT01123,"Amazing quality content, you are a legend! Great work. 😊",SQL for Data Analysis,KrishNaik,99,48,2024-01-17 06:27:00,0.4096,0.3345,0.7201,Positive,Tamil
CMT01124,Loved the way you explained with examples! Keep it up! 🎉,Deep Learning Explained,CodeBasics,82,1,2024-08-20 14:16:00,0.7931,0.7618,0.4894,Positive,English
CMT01125,"Outstanding content, very well explained! Thanks! 😊",Data Science with Pandas,Sentdex,53,18,2025-01-18 01:22:00,0.4855,0.445,0.4721,Positive,English
CMT01126,Came here from Google search. 📌,SQL for Data Analysis,Sentdex,4,2,2024-12-05 06:19:00,0.0079,-0.0116,0.8376,Neutral,English
CMT01127,The video is around 15 minutes long. 😐,Computer Vision with OpenCV,KrishNaik,0,1,2024-01-25 14:25:00,0.0195,0.0049,0.3672,Neutral,Hinglish
CMT01128,"Absolutely brilliant explanation, 10 out of 10! Keep it up! 🔥",SQL for Data Analysis,StatQuest,26,24,2025-06-10 01:42:00,0.3178,0.0984,0.7234,Positive,Hindi
CMT01129,The audio quality is so bad I cannot even hear properly. Great work. ❌,SQL for Data Analysis,CampusX,4,1,2024-05-25 06:05:00,-0.0513,-0.8543,0.5935,Negative,English
CMT01130,"Best tutorial I have ever watched, very helpful! Keep it up! ❤️",Reinforcement Learning Guide,KrishNaik,15,13,2024-06-04 13:35:00,0.3347,0.9559,0.5545,Positive,English
CMT01131,First comment from my side on this channel. 📌,Deep Learning Explained,freeCodeCamp,6,2,2025-05-20 03:05:00,0.0287,-0.0188,0.6355,Neutral,English
CMT01132,"This is misleading information, do not trust this. Please reply. 🤦",Computer Vision with OpenCV,Telusko,6,5,2024-11-30 16:09:00,-0.1904,-0.0921,0.6342,Negative,Hindi
CMT01133,"This gave me a headache, the explanation is so confusing. Thanks! 😤",Python Tutorial for Beginners,StatQuest,0,1,2024-10-05 10:32:00,-0.2322,-0.2606,0.3405,Negative,Hindi
CMT01134,Loved the way you explained with examples! Thanks! 🔥,Computer Vision with OpenCV,KrishNaik,12,13,2024-08-12 07:29:00,0.3323,0.87,0.8241,Positive,English
CMT01135,"This is misleading information, do not trust this. Great work. 😒",Machine Learning Crash Course,KrishNaik,11,2,2025-05-07 21:04:00,-0.6021,-0.6201,0.72,Negative,English
CMT01136,"Amazing quality content, you are a legend! Great work. 😊",Web Development with Flask,Sentdex,3,2,2024-08-29 15:56:00,0.1948,0.4995,0.8982,Positive,English
CMT01137,"Amazing quality content, you are a legend! Great work. 👍",Data Science with Pandas,Programming with Mosh,95,20,2025-01-20 02:06:00,0.8485,0.3221,0.1657,Positive,Hindi
CMT01138,"Amazing quality content, you are a legend! 👍",Python Tutorial for Beginners,freeCodeCamp,34,11,2024-02-03 04:18:00,0.5131,0.1377,0.887,Positive,English
CMT01139,"This is misleading information, do not trust this. Great work. 💀",Web Development with Flask,Sentdex,6,0,2024-03-25 01:39:00,-0.3639,-0.9169,0.1002,Negative,English
CMT01140,"Average video, serves its purpose. Please reply. 🤔",Natural Language Processing Basics,CodeBasics,4,0,2025-04-18 19:54:00,-0.0314,0.0075,0.308,Neutral,Hinglish
CMT01141,"Completely wrong information, please do your research first. 🤦",Neural Networks Tutorial,3Blue1Brown,17,5,2025-04-29 14:22:00,-0.5234,-0.7874,0.8614,Negative,English
CMT01142,"Horrible video, the examples make no sense at all. 🤦",Web Development with Flask,KrishNaik,4,1,2025-04-17 04:45:00,-0.5971,-0.116,0.2242,Negative,English
CMT01143,"Completely wrong information, please do your research first. Thanks! 💀",Machine Learning Crash Course,CampusX,11,12,2024-12-06 22:20:00,-0.8512,-0.0517,0.5634,Negative,Hindi
CMT01144,"Incredible work, keep it up! You are the best! 🎉",Deep Learning Explained,freeCodeCamp,41,41,2024-02-04 11:10:00,0.9241,0.6849,0.4126,Positive,English
CMT01145,"This is pure gold, thank you for sharing! 🙌",Neural Networks Tutorial,3Blue1Brown,15,14,2024-05-16 10:47:00,0.4162,0.8219,0.8734,Positive,English
CMT01146,Loved the way you explained with examples! Great work. 👍,Neural Networks Tutorial,Sentdex,105,31,2024-12-08 04:02:00,0.866,0.2248,0.8074,Positive,English
CMT01147,"This gave me a headache, the explanation is so confusing. ❌",Python Tutorial for Beginners,3Blue1Brown,15,10,2025-01-16 10:00:00,-0.1371,-0.3153,0.1837,Negative,Tamil
CMT01148,"Wow this is so good, subscribing right now! Please reply. 🎉",Neural Networks Tutorial,Telusko,53,37,2024-07-20 13:49:00,0.3626,0.6757,0.8599,Positive,English
CMT01149,Third video I watched on this topic today. 📌,Natural Language Processing Basics,3Blue1Brown,9,0,2025-02-21 18:40:00,0.0038,0.0031,0.8721,Neutral,English
CMT01150,I noticed the thumbnail was a bit different. Great work. 💭,Reinforcement Learning Guide,KrishNaik,10,7,2024-09-28 09:57:00,0.0343,0.0331,0.6216,Neutral,English
CMT01151,"Please take this video down, it is spreading wrong information. 😤",Deep Learning Explained,freeCodeCamp,12,3,2025-02-10 00:27:00,-0.7511,-0.7479,0.1382,Negative,English
CMT01152,"I cannot believe this has so many views, very disappointing. Please reply. 🤦",Python Tutorial for Beginners,freeCodeCamp,18,18,2024-08-06 17:42:00,-0.1065,-0.9845,0.5419,Negative,Tamil
CMT01153,Watching this as part of my coursework. 💭,Neural Networks Tutorial,Sentdex,5,2,2024-09-08 15:01:00,0.0049,-0.0137,0.1796,Neutral,Tamil
CMT01154,"Your teaching style is wonderful, please make more videos! Thanks! 💯",Data Science with Pandas,3Blue1Brown,56,6,2024-10-22 09:34:00,0.6815,0.4448,0.6532,Positive,Hinglish
CMT01155,"Wow this is so good, subscribing right now! Thanks! 😊",Machine Learning Crash Course,CampusX,48,11,2024-04-26 14:21:00,0.8708,0.8604,0.1972,Positive,Tamil
CMT01156,The presenter is very unclear and keeps making mistakes. 🤦,Web Development with Flask,Sentdex,13,5,2024-06-29 12:51:00,-0.8752,-0.3654,0.2514,Negative,English
CMT01157,"Best channel on YouTube for learning, period! 🔥",Data Science with Pandas,CodeBasics,8,5,2024-06-13 16:52:00,0.8061,0.8036,0.6516,Positive,English
CMT01158,Subscribed to the channel a while ago. 🤷,Computer Vision with OpenCV,StatQuest,10,3,2024-06-20 06:39:00,-0.0376,0.0283,0.61,Neutral,Tamil
CMT01159,The audio quality is so bad I cannot even hear properly. Please reply. 🚫,SQL for Data Analysis,StatQuest,20,10,2025-01-12 06:57:00,-0.0724,-0.2926,0.1336,Negative,English
CMT01160,"This video deserves way more views, so underrated! ✨",Web Development with Flask,StatQuest,1,2,2024-01-08 10:55:00,0.0661,0.6814,0.4708,Positive,English
CMT01161,"I cannot believe this has so many views, very disappointing. Keep it up! 🚫",Computer Vision with OpenCV,Telusko,17,10,2024-05-02 19:51:00,-0.2698,-0.4368,0.126,Negative,Hinglish
CMT01162,"You are a genius, this was so helpful for my exam! 🔥",Natural Language Processing Basics,CodeBasics,6,4,2025-01-23 04:17:00,0.8228,0.3288,0.372,Positive,English
CMT01163,Subscribed to the channel a while ago. Keep it up! 🙄,Python Tutorial for Beginners,TechWithTim,2,2,2024-12-01 05:45:00,-0.034,-0.0153,0.1745,Neutral,English
CMT01164,"Completely wrong information, please do your research first. Great work. 🤦",Web Development with Flask,Sentdex,13,2,2024-08-05 18:51:00,-0.6492,-0.9096,0.1631,Negative,English
CMT01165,"You are a genius, this was so helpful for my exam! 🔥",Computer Vision with OpenCV,Programming with Mosh,8,8,2024-10-31 17:42:00,0.7596,0.9173,0.338,Positive,English
CMT01166,Will come back to this later when I need it. Great work. 😶,Python Tutorial for Beginners,CodeBasics,8,1,2024-04-06 18:00:00,0.0335,-0.0064,0.1855,Neutral,English
CMT01167,"This video deserves way more views, so underrated! Please reply. 👍",Computer Vision with OpenCV,KrishNaik,89,5,2024-12-08 05:11:00,0.4316,0.1515,0.6188,Positive,Hinglish
CMT01168,I watched this video today. Thanks! 👀,Computer Vision with OpenCV,KrishNaik,3,3,2024-01-06 21:33:00,-0.0024,0.0183,0.8001,Neutral,Hinglish
CMT01169,I have seen similar content before. Thanks! 🤷,Reinforcement Learning Guide,StatQuest,0,0,2025-06-24 09:22:00,-0.0006,-0.021,0.209,Neutral,Hinglish
CMT01170,Will come back to this later when I need it. 🤔,Neural Networks Tutorial,CampusX,1,2,2025-05-24 00:07:00,-0.0185,0.0093,0.4244,Neutral,English
CMT01171,"Wow this is so good, subscribing right now! 🔥",Deep Learning Explained,CodeBasics,47,45,2024-02-11 07:15:00,0.592,0.8237,0.6959,Positive,Hindi
CMT01172,This video is way too long and covers nothing useful. Please reply. 👎,Python Tutorial for Beginners,KrishNaik,39,7,2024-01-15 13:06:00,-0.0827,-0.7373,0.3731,Negative,English
CMT01173,"Incredible work, keep it up! You are the best! Keep it up! 💯",Computer Vision with OpenCV,CampusX,49,28,2024-07-25 20:09:00,0.8667,0.3589,0.2654,Positive,English
CMT01174,"Okay video, nothing special really. 🤷",Natural Language Processing Basics,TechWithTim,1,1,2025-04-19 05:03:00,-0.0008,0.0359,0.7251,Neutral,English
CMT01175,"Your teaching style is wonderful, please make more videos! Thanks! 🎉",Natural Language Processing Basics,CampusX,50,11,2025-03-12 00:30:00,0.2416,0.1549,0.7286,Positive,English
CMT01176,"This is misleading information, do not trust this. 😤",Natural Language Processing Basics,freeCodeCamp,7,6,2024-10-03 05:30:00,-0.705,-0.7869,0.2765,Negative,English
CMT01177,"Average video, serves its purpose. 👀",Natural Language Processing Basics,3Blue1Brown,7,8,2024-09-17 22:06:00,-0.0092,0.0389,0.3174,Neutral,Hinglish
CMT01178,Watching this as part of my coursework. Thanks! 🤔,Natural Language Processing Basics,CampusX,0,0,2024-07-06 20:31:00,-0.0384,0.0054,0.882,Neutral,English
CMT01179,The slides are visible and readable. Please reply. 🤷,Web Development with Flask,TechWithTim,7,7,2024-07-17 05:06:00,0.0215,0.0216,0.6861,Neutral,Hindi
CMT01180,"This is pure gold, thank you for sharing! ✨",Neural Networks Tutorial,freeCodeCamp,38,39,2024-07-19 07:20:00,0.601,0.6474,0.1366,Positive,English
CMT01181,I have been struggling with this for days and you explained it so simply! Please reply. 💯,Python Tutorial for Beginners,Sentdex,164,6,2024-05-20 07:26:00,0.5505,0.5185,0.7932,Positive,English
CMT01182,"The explanation is crystal clear, thank you so much! 🙌",Data Science with Pandas,KrishNaik,20,6,2024-08-11 11:06:00,0.1465,0.9903,0.1293,Positive,English
CMT01183,"This is pure gold, thank you for sharing! ❤️",Web Development with Flask,KrishNaik,50,39,2024-05-01 02:51:00,0.6544,0.8953,0.3003,Positive,Hinglish
CMT01184,"Clickbait title, the video has nothing to do with it. 💀",Python Tutorial for Beginners,freeCodeCamp,26,26,2024-08-09 13:56:00,-0.9485,-0.3455,0.3646,Negative,English
CMT01185,"Please take this video down, it is spreading wrong information. Great work. 😒",SQL for Data Analysis,Telusko,1,2,2024-06-17 00:47:00,-0.729,-0.5942,0.178,Negative,Hinglish
CMT01186,"This is pure gold, thank you for sharing! ❤️",Python Tutorial for Beginners,CodeBasics,138,12,2024-08-02 06:08:00,0.231,0.8312,0.336,Positive,English
CMT01187,"Best channel on YouTube for learning, period! Great work. ❤️",Natural Language Processing Basics,StatQuest,58,9,2024-03-05 05:30:00,0.1764,0.162,0.4025,Positive,English
CMT01188,This really helped me understand the topic perfectly! 🔥,Data Science with Pandas,KrishNaik,3,0,2024-06-06 13:06:00,0.6934,0.8983,0.4477,Positive,Hindi
CMT01189,"Perfect explanation, exactly what I was looking for! Keep it up! ✨",Data Science with Pandas,Programming with Mosh,17,17,2024-08-08 14:27:00,0.7209,0.8896,0.2377,Positive,English
CMT01190,"Best channel on YouTube for learning, period! Thanks! 😊",Neural Networks Tutorial,CampusX,61,24,2025-04-21 02:55:00,0.2513,0.7467,0.5651,Positive,Hindi
CMT01191,"Okay video, nothing special really. Please reply. 🤔",SQL for Data Analysis,StatQuest,0,0,2024-02-24 16:11:00,0.019,0.0027,0.5312,Neutral,English
CMT01192,"Best tutorial I have ever watched, very helpful! Thanks! 🔥",Computer Vision with OpenCV,Telusko,43,5,2024-12-13 16:34:00,0.5279,0.6266,0.1748,Positive,English
CMT01193,"Disappointed with this content, expected much better. Thanks! 😤",Deep Learning Explained,Sentdex,4,4,2024-05-31 19:28:00,-0.9486,-0.534,0.1571,Negative,Hindi
CMT01194,"Boring and repetitive, just reading the slides word by word. 😒",Python Tutorial for Beginners,TechWithTim,9,0,2024-01-25 23:01:00,-0.5568,-0.3527,0.1669,Negative,English
CMT01195,"Please take this video down, it is spreading wrong information. 🚫",SQL for Data Analysis,Telusko,0,1,2024-02-28 20:47:00,-0.9138,-0.3464,0.8749,Negative,English
CMT01196,"This video deserves way more views, so underrated! Great work. 🎉",Natural Language Processing Basics,CodeBasics,102,5,2024-05-31 19:42:00,0.3441,0.6886,0.5611,Positive,English
CMT01197,"The explanation is crystal clear, thank you so much! Please reply. 🎉",Reinforcement Learning Guide,TechWithTim,181,20,2025-01-23 15:02:00,0.1915,0.8331,0.5057,Positive,English
CMT01198,"Best tutorial I have ever watched, very helpful! Keep it up! ❤️",Web Development with Flask,3Blue1Brown,173,5,2025-01-05 23:33:00,0.0526,0.2982,0.3201,Positive,English
CMT01199,"Incredible work, keep it up! You are the best! Please reply. 🎉",Deep Learning Explained,3Blue1Brown,69,23,2024-02-20 11:19:00,0.2717,0.1918,0.7573,Positive,Hinglish
CMT01200,"I cannot believe this has so many views, very disappointing. Keep it up! 😡",Deep Learning Explained,KrishNaik,1,1,2025-04-16 19:22:00,-0.3186,-0.4062,0.7292,Negative,English
CMT01201,The presenter is very unclear and keeps making mistakes. 🤦,Machine Learning Crash Course,StatQuest,14,8,2024-05-07 17:58:00,-0.8163,-0.9387,0.5234,Negative,English
CMT01202,"This gave me a headache, the explanation is so confusing. Keep it up! 🚫",Deep Learning Explained,Telusko,0,0,2025-01-22 22:48:00,-0.0856,-0.3884,0.2501,Negative,Hinglish
CMT01203,I have been struggling with this for days and you explained it so simply! Please reply. 💯,Natural Language Processing Basics,CodeBasics,1,2,2024-11-10 13:19:00,0.1956,0.1123,0.2269,Positive,English
CMT01204,The video is around 15 minutes long. Thanks! 🤷,Machine Learning Crash Course,CampusX,1,1,2024-03-25 14:55:00,-0.0105,0.018,0.1326,Neutral,English
CMT01205,Watching this as part of my coursework. Great work. 😶,Python Tutorial for Beginners,CodeBasics,3,3,2024-08-22 23:43:00,-0.0275,0.0357,0.3952,Neutral,English
CMT01206,"Outstanding content, very well explained! 😊",Machine Learning Crash Course,freeCodeCamp,73,24,2024-11-11 13:50:00,0.9517,0.9159,0.3238,Positive,English
CMT01207,The presenter is very unclear and keeps making mistakes. 😤,Machine Learning Crash Course,3Blue1Brown,11,3,2025-05-27 16:11:00,-0.5151,-0.1279,0.7643,Negative,English
CMT01208,This video is way too long and covers nothing useful. 😡,Web Development with Flask,TechWithTim,5,2,2024-02-28 09:15:00,-0.5523,-0.2098,0.2637,Negative,English
CMT01209,Subscribed to the channel a while ago. 😶,Machine Learning Crash Course,StatQuest,1,2,2024-08-15 04:51:00,-0.0245,0.0021,0.1817,Neutral,English
CMT01210,The presenter is very unclear and keeps making mistakes. Please reply. 👎,Python Tutorial for Beginners,Programming with Mosh,58,12,2024-09-03 18:05:00,-0.5515,-0.1653,0.6047,Negative,English
CMT01211,Finally someone explained this topic correctly! Keep it up! 😊,Python Tutorial for Beginners,Sentdex,27,2,2025-06-01 15:48:00,0.6554,0.9995,0.8694,Positive,English
CMT01212,"Perfect explanation, exactly what I was looking for! 😊",Data Science with Pandas,KrishNaik,30,1,2024-01-31 18:06:00,0.8569,0.79,0.3677,Positive,English
CMT01213,"Not helpful at all, I had to go elsewhere to understand. Great work. ❌",SQL for Data Analysis,freeCodeCamp,1,1,2024-10-17 19:07:00,-0.4976,-0.9875,0.8683,Negative,English
CMT01214,I have seen similar content before. Thanks! 😶,Python Tutorial for Beginners,Sentdex,7,4,2024-03-13 03:55:00,-0.0087,0.0088,0.5208,Neutral,Tamil
CMT01215,"You are a genius, this was so helpful for my exam! Great work. 🙌",Python Tutorial for Beginners,Programming with Mosh,59,8,2025-02-21 06:10:00,0.3247,0.2698,0.752,Positive,English
CMT01216,The presenter is very unclear and keeps making mistakes. Great work. 🤦,Web Development with Flask,StatQuest,2,0,2024-04-04 08:59:00,-0.851,-0.7719,0.1292,Negative,Tamil
CMT01217,"Perfect explanation, exactly what I was looking for! Great work. 😊",Python Tutorial for Beginners,3Blue1Brown,4,1,2025-05-19 12:27:00,0.5539,0.9436,0.4483,Positive,Tamil
CMT01218,"Completely wrong information, please do your research first. 😡",Deep Learning Explained,TechWithTim,11,8,2024-07-27 11:24:00,-0.8805,-0.8777,0.4183,Negative,Hinglish
